isHome,shotType,situation,bodyPart,goalMouthLocation,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,player.name,player.firstName,player.lastName,player.slug,player.shortName,player.position,player.userCount,player.id,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,draw.start.x,draw.start.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.block.x,draw.block.y,xgot,goalType,color
True,block,assisted,right-foot,low-left,0.048168450593948,2279043,82,,4911,9,489,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,228,17056,20.2,39.2,0,0,52.5,19.0,39.2,20.2,47.5,0,47.5,81.0,17.2,40.4,0.0,40.4,17.2,,,#ea6969
True,save,assisted,left-foot,low-right,0.18812312185764,2279016,71,,4259,20,1141,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3298,576438,13.1,54.6,0,0,47.0,10.1,54.6,13.1,53.0,0,53.0,89.9,11.0,54.0,0.0,54.0,11.0,0.5382,,#ea6969
True,save,regular,right-foot,low-left,0.04532628506422,2279006,69,,4112,22,1288,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,15.2,26.4,0,0,53.6,3.2,26.4,15.2,46.4,0,46.4,96.8,1.2,48.2,0.0,48.2,1.2,0.1758,,#ea6969
True,miss,corner,right-foot,high,0.03344651311636,2278996,67,,3962,24,1438,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,18.2,62.7,0,0,50.4,80.6,62.7,18.2,49.6,0,49.6,19.4,,,,,,,,#ea6969
True,block,assisted,right-foot,low-right,0.027975404635072,2278971,59,,3520,32,1880,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,161,1131136,14.8,27.6,0,0,46.3,19.0,27.6,14.8,53.7,0,53.7,81.0,12.5,31.6,0.0,31.6,12.5,,,#ea6969
True,save,regular,right-foot,low-left,0.020988883450627,2278858,45,1.0,2717,1,2683,shot,Andrew Privett,Andrew Privett,,privett-andrew,A. Privett,D,10,1470300,26.2,67.4,0,0,54.2,7.6,67.4,26.2,45.8,0,45.8,92.4,2.5,50.9,0.0,50.9,2.5,0.3966,,#ea6969
True,miss,assisted,head,left,0.052318155765533,2278849,42,,2510,4,190,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,5.6,39.9,0,0,60.3,4.2,39.9,5.6,39.7,0,39.7,95.8,2.5,41.3,0.0,41.3,2.5,,,#ea6969
True,block,assisted,right-foot,low-right,0.063116751611233,2278793,26,,1530,20,1170,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,161,1131136,11.6,33.6,0,0,48.2,19.0,33.6,11.6,51.8,0,51.8,81.0,9.6,36.8,0.0,36.8,9.6,,,#ea6969
True,miss,corner,right-foot,left,0.016288222745061,2278774,20,,1177,26,1523,shot,Jere Uronen,,,jere-uronen,J. Uronen,D,213,138463,26.8,48.2,0,0,60.7,30.6,48.2,26.8,39.3,0,39.3,69.4,,,,,,,,#ea6969
True,block,free-kick,left-foot,low-left,0.048951629549265,2278770,20,,1140,26,1560,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3298,576438,27.5,49.3,0,0,52.8,19.0,49.3,27.5,47.2,0,47.2,81.0,15.7,48.4,0.0,48.4,15.7,,,#ea6969
True,goal,assisted,left-foot,low-right,0.099574655294418,2278744,13,,764,33,1936,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,161,1131136,12.0,45.7,0,0,45.8,12.0,45.7,12.0,54.2,0,54.2,88.0,,,,,,0.8066,regular,#00FF00
False,save,assisted,left-foot,high-centre,0.10081493109465,2271543,82,,4917,9,483,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,15.1,53.0,0,0,49.7,32.9,53.0,15.1,50.3,0,50.3,67.1,1.8,50.2,0.0,50.2,1.8,0.0698,,#ea6969
False,save,throw-in-set-piece,left-foot,high-centre,0.047153390944004,2271520,68,,4041,23,1359,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,16.3,64.8,0,0,50.3,31.0,64.8,16.3,49.7,0,49.7,69.0,1.2,51.4,0.0,51.4,1.2,0.0502,,#ea6969
False,miss,regular,right-foot,high,0.044856138527393,2271517,66,,3944,25,1456,shot,Andrew Privett,Andrew Privett,,privett-andrew,A. Privett,D,10,1470300,23.2,54.3,0,0,46.2,77.8,54.3,23.2,53.8,0,53.8,22.2,,,,,,,,#ea6969
False,goal,assisted,right-foot,high-centre,0.1180374622345,2271505,52,,3117,39,2283,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,12.1,38.0,0,0,48.4,22.8,38.0,12.1,51.6,0,51.6,77.2,,,,,,0.3991,regular,#00FF00
False,save,regular,right-foot,low-right,0.071911357343197,2271502,48,,2878,43,2522,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,12.4,63.9,0,0,47.3,5.1,63.9,12.4,52.7,0,52.7,94.9,1.4,52.0,0.0,52.0,1.4,0.1163,,#ea6969
False,miss,assisted,right-foot,high,0.014717629179358,2271500,47,,2809,44,2591,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,23.7,25.4,0,0,44.9,75.0,25.4,23.7,55.1,0,55.1,25.0,,,,,,,,#ea6969
False,save,assisted,right-foot,low-left,0.047624237835407,2271499,46,,2734,45,2666,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,10.1,32.2,0,0,52.8,2.5,32.2,10.1,47.2,0,47.2,97.5,0.90000000000001,47.3,0.0,47.3,0.90000000000001,0.13,,#ea6969
False,goal,assisted,head,low-right,0.26841661334038,2271472,45,,2652,1,48,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,7.1,50.4,0,0,46.1,17.1,50.4,7.1,53.9,0,53.9,82.9,,,,,,0.8234,regular,#00FF00
False,miss,corner,head,high-right,0.024480195716023,2271455,37,,2179,9,521,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,10.3,55.8,0,0,33.1,81.9,55.8,10.3,66.9,0,66.9,18.1,,,,,,,,#ea6969
False,miss,free-kick,right-foot,high,0.084483258426189,2271437,23,,1339,23,1361,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,19.4,36.7,0,0,51.1,62.5,36.7,19.4,48.9,0,48.9,37.5,,,,,,,,#ea6969
False,save,assisted,right-foot,low-centre,0.13043063879013,2258525,73,,4330,18,1070,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,13.2,53.0,0,0,51.4,19.6,53.0,13.2,48.6,0,48.6,80.4,0.90000000000001,52.0,0.0,52.0,0.90000000000001,0.0804,,#ea6969
False,save,corner,head,low-centre,0.036535821855068,2258488,65,,3865,26,1535,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,11.1,44.6,0,0,49.1,15.8,44.6,11.1,50.9,0,50.9,84.2,1.6,49.8,0.0,49.8,1.6,0.0323,,#ea6969
False,save,assisted,left-foot,low-left,0.030095145106316,2258460,59,,3514,32,1886,shot,Kamil Jóźwiak,,,kamil-jozwiak,K. Jóźwiak,M,2804,814820,7.5,29.4,0,0,53.0,1.3,29.4,7.5,47.0,0,47.0,98.7,0.90000000000001,46.9,0.0,46.9,0.90000000000001,0.1376,,#ea6969
False,goal,penalty,left-foot,low-right,0.7884,2258455,58,,3450,33,1950,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,11.5,50.0,0,0,46.8,2.5,50.0,11.5,53.2,0,53.2,97.5,,,,,,0.99,penalty,#00FF00
False,miss,assisted,left-foot,right,0.051348946988583,2258431,50,,2998,41,2402,shot,Jere Uronen,,,jere-uronen,J. Uronen,D,213,138463,13.3,30.9,0,0,40.3,5.6,30.9,13.3,59.7,0,59.7,94.4,,,,,,,,#ea6969
False,block,free-kick,left-foot,low-centre,0.11928690224886,2258295,37,,2212,9,488,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,21.5,42.8,0,0,50.7,19.0,42.8,21.5,49.3,0,49.3,81.0,15.0,44.8,0.0,44.8,15.0,,,#ea6969
False,goal,regular,right-foot,low-centre,0.038407329469919,2258199,23,,1362,23,1338,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,19.4,59.6,0,0,50.9,12.0,59.6,19.4,49.1,0,49.1,88.0,,,,,,0.0247,regular,#00FF00
True,miss,corner,head,close-right,0.024315353482962,2248873,88,,5236,3,164,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,12.4,52.1,0,0,42.0,4.2,52.1,12.4,58.0,0,58.0,95.8,7.5,53.8,0.0,53.8,7.5,,,#ea6969
True,block,corner,head,low-centre,0.034409761428833,2248853,81,,4851,10,549,shot,Andrew Privett,Andrew Privett,,privett-andrew,A. Privett,D,10,1470300,7.0,57.9,0,0,49.6,19.0,57.9,7.0,50.4,0,50.4,81.0,5.5,56.3,0.0,56.3,5.5,,,#ea6969
True,save,regular,right-foot,low-centre,0.091410212218761,2248833,77,,4616,14,784,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,10.4,45.6,0,0,50.3,14.6,45.6,10.4,49.7,0,49.7,85.4,2.4,48.9,0.0,48.9,2.4,0.0236,,#ea6969
True,block,assisted,right-foot,low-centre,0.062920123338699,2248813,70,,4183,21,1217,shot,Kamil Jóźwiak,,,kamil-jozwiak,K. Jóźwiak,M,2804,814820,23.1,50.1,0,0,48.9,19.0,50.1,23.1,51.1,0,51.1,81.0,17.2,50.4,0.0,50.4,17.2,,,#ea6969
True,miss,corner,head,close-high,0.13504491746426,2248784,60,,3589,31,1811,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,6.8,49.3,0,0,50.6,51.4,49.3,6.8,49.4,0,49.4,48.6,,,,,,,,#ea6969
True,goal,assisted,right-foot,high-right,0.33371910452843,2248772,56,,3351,35,2049,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,4.1,53.0,0,0,46.7,29.1,53.0,4.1,53.3,0,53.3,70.9,,,,,,0.9842,regular,#00FF00
True,miss,assisted,left-foot,left,0.13968352973461,2248695,45,9.0,3211,1,2189,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,13.9,59.0,0,0,62.4,11.1,59.0,13.9,37.6,0,37.6,88.9,,,,,,,,#ea6969
True,goal,penalty,left-foot,low-left,0.7884,2248691,45,2.0,2818,1,2582,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,11.5,50.0,0,0,53.9,3.2,50.0,11.5,46.1,0,46.1,96.8,,,,,,0.9937,penalty,#00FF00
True,save,corner,head,low-left,0.068634875118732,2248686,44,,2630,2,70,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,8.2,44.3,0,0,53.2,5.7,44.3,8.2,46.8,0,46.8,94.3,1.5,49.3,0.0,49.3,1.5,0.1726,,#ea6969
True,block,assisted,head,low-centre,0.064212061464787,2248678,37,,2169,9,531,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,9.2,50.0,0,0,51.0,19.0,50.0,9.2,49.0,0,49.0,81.0,7.6,49.8,0.0,49.8,7.6,,,#ea6969
True,miss,assisted,head,close-high,0.088909402489662,2248668,30,,1782,16,918,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,8.3,42.2,0,0,53.9,54.2,42.2,8.3,46.1,0,46.1,45.8,,,,,,,,#ea6969
True,block,free-kick,left-foot,low-left,0.095355160534382,2248665,28,,1624,18,1076,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,19.6,63.0,0,0,54.2,19.0,63.0,19.6,45.8,0,45.8,81.0,11.4,55.8,0.0,55.8,11.4,,,#ea6969
True,miss,corner,head,close-right,0.45045652985573,2248639,14,,834,32,1866,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,4.8,52.5,0,0,43.0,12.5,52.5,4.8,57.0,0,57.0,87.5,,,,,,,,#ea6969
True,miss,free-kick,left-foot,close-high,0.084483258426189,2248632,13,,721,33,1979,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,19.1,35.5,0,0,45.5,48.6,35.5,19.1,54.5,0,54.5,51.4,,,,,,,,#ea6969
True,goal,penalty,left-foot,low-left,0.7884,2248622,8,,470,38,2230,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,11.5,50.0,0,0,53.6,3.2,50.0,11.5,46.4,0,46.4,96.8,,,,,,0.9924,penalty,#00FF00
True,save,assisted,right-foot,low-centre,0.11106882244349,2248608,4,,200,42,2500,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,13.6,55.1,0,0,49.8,10.1,55.1,13.6,50.2,0,50.2,89.9,2.0,51.4,0.0,51.4,2.0,0.0191,,#ea6969
True,block,assisted,right-foot,low-centre,0.075464703142643,2248603,2,,117,44,2583,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,14.8,61.0,0,0,49.0,19.0,61.0,14.8,51.0,0,51.0,81.0,12.4,59.4,0.0,59.4,12.4,,,#ea6969
False,goal,regular,left-foot,low-left,0.11529137939215,2239373,84,,4995,7,405,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,15.8,49.3,0,0,54.0,2.5,49.3,15.8,46.0,0,46.0,97.5,,,,,,0.4006,regular,#00FF00
False,block,assisted,left-foot,low-centre,0.057418201118708,2239360,83,,4920,8,480,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,19.0,50.1,0,0,50.0,19.0,50.1,19.0,50.0,0,50.0,81.0,4.0,50.0,0.0,50.0,4.0,,,#ea6969
False,miss,assisted,head,close-left,0.040935385972261,2239354,82,,4860,9,540,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,11.0,49.7,0,0,57.0,37.5,49.7,11.0,43.0,0,43.0,62.5,,,,,,,,#ea6969
False,save,regular,right-foot,low-left,0.095959059894085,2239316,75,,4496,16,904,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,12.8,52.8,0,0,52.3,2.5,52.8,12.8,47.7,0,47.7,97.5,1.0,51.4,0.0,51.4,1.0,0.1617,,#ea6969
False,block,regular,right-foot,low-centre,0.10342255234718,2239314,75,,4495,16,905,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,11.7,49.0,0,0,50.6,19.0,49.0,11.7,49.4,0,49.4,81.0,9.2,49.1,0.0,49.1,9.2,,,#ea6969
False,block,assisted,right-foot,low-centre,0.12574860453606,2239310,75,,4492,16,908,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,14.9,47.8,0,0,48.3,19.0,47.8,14.9,51.7,0,51.7,81.0,10.6,48.9,0.0,48.9,10.6,,,#ea6969
False,miss,assisted,left-foot,close-high,0.087533004581928,2239243,61,,3610,30,1790,shot,Jere Uronen,,,jere-uronen,J. Uronen,D,213,138463,13.4,38.2,0,0,54.1,58.3,38.2,13.4,45.9,0,45.9,41.7,,,,,,,,#ea6969
False,miss,assisted,head,left,0.087580397725105,2239209,54,,3220,37,2180,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,8.4,51.0,0,0,67.1,4.2,51.0,8.4,32.9,0,32.9,95.8,,,,,,,,#ea6969
False,miss,assisted,right-foot,high,0.021549163386226,2239171,50,,2953,41,2447,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,28.6,40.4,0,0,45.9,86.1,40.4,28.6,54.1,0,54.1,13.9,,,,,,,,#ea6969
False,miss,corner,head,close-high,0.19807064533234,2239165,48,,2871,43,2529,shot,Adilson Malanda,Adilson Malanda,,adilson-malanda,A. Malanda,D,57,1095645,4.6,47.4,0,0,48.1,48.6,47.4,4.6,51.9,0,51.9,51.4,,,,,,,,#ea6969
False,block,assisted,head,low-right,0.063437104225159,2239064,45,1.0,2715,1,2685,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,9.3,46.3,0,0,47.8,19.0,46.3,9.3,52.2,0,52.2,81.0,2.3,50.7,0.0,50.7,2.3,,,#ea6969
False,post,assisted,right-foot,high,0.070795319974422,2239067,45,,2694,1,6,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,9.4,61.5,0,0,45.5,38.6,61.5,9.4,54.5,0,54.5,61.4,,,,,,,,#ea6969
False,miss,assisted,left-foot,high,0.064252980053425,2239035,40,,2389,6,311,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,18.8,38.6,0,0,51.8,95.8,38.6,18.8,48.2,0,48.2,4.2,,,,,,,,#ea6969
False,miss,corner,head,close-right,0.028325639665127,2238965,23,,1374,23,1326,shot,Adilson Malanda,Adilson Malanda,,adilson-malanda,A. Malanda,D,57,1095645,7.2,39.2,0,0,43.2,11.1,39.2,7.2,56.8,0,56.8,88.9,1.2,53.8,0.0,53.8,1.2,,,#ea6969
False,block,corner,left-foot,low-centre,0.082396544516087,2238899,8,,424,38,2276,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,12.2,44.5,0,0,51.0,19.0,44.5,12.2,49.0,0,49.0,81.0,8.5,45.8,0.0,45.8,8.5,,,#ea6969
False,block,assisted,left-foot,low-left,0.018971920013428,2238896,7,,385,39,2315,shot,Orrin McKinze Gaines II.,,,orrin-mckinze-gaines-ii,O. M. G. II.,F,28,818397,15.3,69.9,0,0,52.6,19.0,69.9,15.3,47.4,0,47.4,81.0,8.5,59.9,0.0,59.9,8.5,,,#ea6969
False,goal,regular,left-foot,low-left,0.11529137939215,2239373,84,,4995,7,405,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,15.8,49.3,0,0,54.0,2.5,49.3,15.8,46.0,0,46.0,97.5,,,,,,0.4006,regular,#00FF00
False,block,assisted,left-foot,low-centre,0.057418201118708,2239360,83,,4920,8,480,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,19.0,50.1,0,0,50.0,19.0,50.1,19.0,50.0,0,50.0,81.0,4.0,50.0,0.0,50.0,4.0,,,#ea6969
False,miss,assisted,head,close-left,0.040935385972261,2239354,82,,4860,9,540,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,11.0,49.7,0,0,57.0,37.5,49.7,11.0,43.0,0,43.0,62.5,,,,,,,,#ea6969
False,save,regular,right-foot,low-left,0.095959059894085,2239316,75,,4496,16,904,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,12.8,52.8,0,0,52.3,2.5,52.8,12.8,47.7,0,47.7,97.5,1.0,51.4,0.0,51.4,1.0,0.1617,,#ea6969
False,block,regular,right-foot,low-centre,0.10342255234718,2239314,75,,4495,16,905,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,11.7,49.0,0,0,50.6,19.0,49.0,11.7,49.4,0,49.4,81.0,9.2,49.1,0.0,49.1,9.2,,,#ea6969
False,block,assisted,right-foot,low-centre,0.12574860453606,2239310,75,,4492,16,908,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,14.9,47.8,0,0,48.3,19.0,47.8,14.9,51.7,0,51.7,81.0,10.6,48.9,0.0,48.9,10.6,,,#ea6969
False,miss,assisted,left-foot,close-high,0.087533004581928,2239243,61,,3610,30,1790,shot,Jere Uronen,,,jere-uronen,J. Uronen,D,213,138463,13.4,38.2,0,0,54.1,58.3,38.2,13.4,45.9,0,45.9,41.7,,,,,,,,#ea6969
False,miss,assisted,head,left,0.087580397725105,2239209,54,,3220,37,2180,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,8.4,51.0,0,0,67.1,4.2,51.0,8.4,32.9,0,32.9,95.8,,,,,,,,#ea6969
False,miss,assisted,right-foot,high,0.021549163386226,2239171,50,,2953,41,2447,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,28.6,40.4,0,0,45.9,86.1,40.4,28.6,54.1,0,54.1,13.9,,,,,,,,#ea6969
False,miss,corner,head,close-high,0.19807064533234,2239165,48,,2871,43,2529,shot,Adilson Malanda,Adilson Malanda,,adilson-malanda,A. Malanda,D,57,1095645,4.6,47.4,0,0,48.1,48.6,47.4,4.6,51.9,0,51.9,51.4,,,,,,,,#ea6969
False,block,assisted,head,low-right,0.063437104225159,2239064,45,1.0,2715,1,2685,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,9.3,46.3,0,0,47.8,19.0,46.3,9.3,52.2,0,52.2,81.0,2.3,50.7,0.0,50.7,2.3,,,#ea6969
False,post,assisted,right-foot,high,0.070795319974422,2239067,45,,2694,1,6,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,9.4,61.5,0,0,45.5,38.6,61.5,9.4,54.5,0,54.5,61.4,,,,,,,,#ea6969
False,miss,assisted,left-foot,high,0.064252980053425,2239035,40,,2389,6,311,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,18.8,38.6,0,0,51.8,95.8,38.6,18.8,48.2,0,48.2,4.2,,,,,,,,#ea6969
False,miss,corner,head,close-right,0.028325639665127,2238965,23,,1374,23,1326,shot,Adilson Malanda,Adilson Malanda,,adilson-malanda,A. Malanda,D,57,1095645,7.2,39.2,0,0,43.2,11.1,39.2,7.2,56.8,0,56.8,88.9,1.2,53.8,0.0,53.8,1.2,,,#ea6969
False,block,corner,left-foot,low-centre,0.082396544516087,2238899,8,,424,38,2276,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,12.2,44.5,0,0,51.0,19.0,44.5,12.2,49.0,0,49.0,81.0,8.5,45.8,0.0,45.8,8.5,,,#ea6969
False,block,assisted,left-foot,low-left,0.018971920013428,2238896,7,,385,39,2315,shot,Orrin McKinze Gaines II.,,,orrin-mckinze-gaines-ii,O. M. G. II.,F,28,818397,15.3,69.9,0,0,52.6,19.0,69.9,15.3,47.4,0,47.4,81.0,8.5,59.9,0.0,59.9,8.5,,,#ea6969
True,miss,fast-break,right-foot,left,0.058316245675087,2211025,90,2.0,5462,1,838,shot,Patrick Agyemang,Patrick Agyemang,,agyemang-patrick,P. Agyemang,F,76,1470298,11.0,67.6,0,0,61.8,6.9,67.6,11.0,38.2,0,38.2,93.1,,,,,,,,#ea6969
True,post,fast-break,right-foot,high,0.38140097260475,2210961,80,,4762,11,638,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,14.4,45.0,0,0,48.4,38.6,45.0,14.4,51.6,0,51.6,61.4,,,,,,,,#ea6969
True,save,assisted,left-foot,low-centre,0.23012319207191,2210954,78,,4637,13,763,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,10.8,40.5,0,0,51.7,12.7,40.5,10.8,48.3,0,48.3,87.3,5.4,45.1,0.0,45.1,5.4,0.0531,,#ea6969
True,goal,assisted,head,low-centre,0.47486370801926,2210904,61,,3650,30,1750,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,3.0,54.7,0,0,50.0,15.2,54.7,3.0,50.0,0,50.0,84.8,,,,,,0.4067,regular,#00FF00
True,block,assisted,right-foot,low-right,0.023469569161534,2210906,61,,3647,30,1753,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,3.7,69.2,0,0,47.1,8.3,69.2,3.7,52.9,0,52.9,91.7,2.9,66.2,0.0,66.2,2.9,,,#ea6969
True,goal,regular,right-foot,low-left,0.079060025513172,2210882,55,,3266,36,2134,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,12.6,47.2,0,0,53.2,16.5,47.2,12.6,46.8,0,46.8,83.5,,,,,,0.2087,regular,#00FF00
True,save,assisted,right-foot,low-left,0.079100385308266,2210769,38,,2225,8,475,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,9.1,41.9,0,0,53.3,1.9,41.9,9.1,46.7,0,46.7,98.1,1.4,48.4,0.0,48.4,1.4,0.2588,,#ea6969
True,miss,regular,right-foot,left,0.13365890085697,2210765,38,,2224,8,476,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,12.8,52.8,0,0,72.4,11.1,52.8,12.8,27.6,0,27.6,88.9,8.6,39.5,0.0,39.5,8.6,,,#ea6969
True,block,assisted,left-foot,low-centre,0.21566301584244,2210738,31,,1804,15,896,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,11.1,43.9,0,0,50.5,19.0,43.9,11.1,49.5,0,49.5,81.0,9.0,44.9,0.0,44.9,9.0,,,#ea6969
True,miss,assisted,head,right,0.074815198779106,2210710,22,,1304,24,1396,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,8.7,55.5,0,0,39.8,13.9,55.5,8.7,60.2,0,60.2,86.1,,,,,,,,#ea6969
True,save,assisted,left-foot,low-right,0.023796018213034,2210709,22,,1260,24,1440,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,9.8,29.0,0,0,47.9,1.9,29.0,9.8,52.1,0,52.1,98.1,0.7,45.8,0.0,45.8,0.7,0.1859,,#ea6969
True,save,assisted,right-foot,low-right,0.030777033418417,2210690,12,,694,34,2006,shot,Nathan Byrne,,,nathan-byrne,N. Byrne,D,25,147887,26.1,51.5,0,0,47.6,3.8,51.5,26.1,52.4,0,52.4,96.2,2.0,50.2,0.0,50.2,2.0,0.1247,,#ea6969
True,block,assisted,right-foot,low-left,0.024312390014529,2202400,90,3.0,5543,1,757,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,25.9,55.9,0,0,52.0,19.0,55.9,25.9,48.0,0,48.0,81.0,21.4,54.5,0.0,54.5,21.4,,,#ea6969
True,block,assisted,right-foot,low-centre,0.023281941190362,2202379,86,,5153,5,247,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,12.8,70.5,0,0,48.5,19.0,70.5,12.8,51.5,0,51.5,81.0,12.4,69.7,0.0,69.7,12.4,,,#ea6969
True,miss,assisted,head,close-high,0.070071250200272,2202278,67,,3994,24,1406,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,5.0,41.0,0,0,51.8,45.8,41.0,5.0,48.2,0,48.2,54.2,,,,,,,,#ea6969
True,block,regular,left-foot,low-left,0.034937426447868,2202236,59,,3501,32,1899,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,19.0,46.4,0,0,53.8,19.0,46.4,19.0,46.2,0,46.2,81.0,17.6,46.4,0.0,46.4,17.6,,,#ea6969
True,block,assisted,right-foot,low-right,0.17506192624569,2202110,44,,2631,2,69,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,9.4,49.9,0,0,47.1,19.0,49.9,9.4,52.9,0,52.9,81.0,8.5,50.2,0.0,50.2,8.5,,,#ea6969
True,save,assisted,head,low-centre,0.025927348062396,2202078,41,,2409,5,291,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,14.7,44.0,0,0,49.9,16.5,44.0,14.7,50.1,0,50.1,83.5,4.0,48.9,0.0,48.9,4.0,0.0155,,#ea6969
True,miss,assisted,right-foot,high-right,0.027828332036734,2202088,39,,2337,7,363,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,14.7,27.0,0,0,35.1,54.2,27.0,14.7,64.9,0,64.9,45.8,,,,,,,,#ea6969
